MCC,MCC Name,EXIOBASE Name,Network,Year,Unit,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
7375,Information Retrieval Services,Other business services,"Visa, Mastercard",2021,kgCO2e/€,0.0917,0.3824,0.3679,0.2456,0.2456,0.7195,0.3679,0.2456,0.6803,0.3679,0.2456,0.3679,0.1557,0.2706,0.2456,0.7195,0.3679,0.7195,0.2456,0.3679,0.1066,0.6803,0.3369,0.3824,0.6803,0.6803,0.2456,0.2456,0.3679,0.2456,0.2456,0.0864,0.2456,0.3679,0.2456,0.6803,0.7195,0.2456,0.1326,0.3679,0.6803,0.6803,0.6803,0.0766,0.6803,0.3679,0.2456,0.6803,0.5566,0.2456,0.2456,0.2456,0.6803,0.2456,0.3679,0.2771,0.3248,0.1686,0.6803,0.1272,0.2456,0.2456,0.6803,0.2456,0.2634,0.3824,0.6803,0.6803,0.1551,0.6803,0.248,0.3679,0.2456,0.3679,0.7195,0.0917,0.6803,0.0858,0.2456,0.3679,0.2456,0.7195,0.6803,0.1551,0.2456,0.6803,0.6803,0.2456,0.6803,0.4205,0.2456,0.2456,0.3679,0.6803,0.2456,0.5566,0.3679,0.2456,0.4553,0.2456,0.3337,0.4767,0.0616,0.3824,0.7195,0.2731,0.6803,0.3824,0.3824,0.7195,0.1843,0.7195,0.2456,0.3824,0.1027,0.6803,0.3679,0.3679,0.3679,0.6803,0.2456,0.3679,0.2209,0.3824,0.2456,0.3679,0.3679,0.3824,0.2456,0.7195,0.3679,0.6803,0.6803,0.2009,0.1701,0.4041,0.6803,0.6803,0.0917,0.7195,0.7195,0.2456,0.6803,0.3679,0.7195,0.6803,0.3679,0.3679,0.5566,0.3679,0.2456,0.6803,0.2456,0.3351,0.6803,0.3679,0.6803,0.1162,0.3679,0.6803,0.6803,0.3679,0.6803,0.3679,0.6803,0.2456,0.1222,0.174,0.3679,0.3679,0.3679,0.3679,0.3824,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.2677,0.2456,0.3679,0.2456,0.3824,0.1575,0.3679,0.2456,0.3824,0.6803,0.2477,0.7195,0.4629,0.6803,0.3824,0.3679,0.6803,0.6803,0.0768,0.3679,0.6803,0.5362,0.7195,0.2038,0.6803,0.1843,0.6803,0.6803,0.2456,0.6803,0.6803,0.2456,0.2456,0.3824,0.6803,0.2456,0.6803,0.6803,0.6803,0.3679,0.3679,0.3679,0.3679,0.3679,0.6803,0.3679,0.3235,0.2456,0.3679,0.254,0.6803,0.7195,0.6803,0.3679,0.0957,0.2456,0.3679,0.1843,0.2456,0.2456,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.7195,0.3824,0.6803,0.6675,0.6803,0.6803
7379,"Computer Maintenance, Repair and Services (Not Elsewhere Classified)",Computer and related services,"Visa, Mastercard",2021,kgCO2e/€,0.0807,0.3604,0.2471,0.2277,0.2277,0.8946,0.2471,0.2277,0.8045,0.2471,0.2277,0.2471,0.1181,0.1668,0.2277,0.8946,0.2471,0.8946,0.2277,0.2471,0.1457,0.8045,0.1991,0.3604,0.8045,0.8045,0.2277,0.2277,0.2471,0.2277,0.2277,0.1146,0.2277,0.2471,0.2277,0.8045,0.8946,0.2277,0.1382,0.2471,0.8045,0.8045,0.8045,0.046,0.8045,0.2471,0.2277,0.8045,0.4667,0.2277,0.2277,0.2277,0.8045,0.2277,0.2471,0.4718,0.2512,0.1333,0.8045,0.1086,0.2277,0.2277,0.8045,0.2277,0.2648,0.3604,0.8045,0.8045,0.1089,0.8045,0.2353,0.2471,0.2277,0.2471,0.8946,0.0807,0.8045,0.0848,0.2277,0.2471,0.2277,0.8946,0.8045,0.1089,0.2277,0.8045,0.8045,0.2277,0.8045,0.2237,0.2277,0.2277,0.2471,0.8045,0.2277,0.4667,0.2471,0.2277,0.1191,0.2277,0.2554,0.5791,0.1385,0.3604,0.8946,0.646,0.8045,0.3604,0.3604,0.8946,0.1322,0.8946,0.2277,0.3604,0.1263,0.8045,0.2471,0.2471,0.2471,0.8045,0.2277,0.2471,0.3222,0.3604,0.2277,0.2471,0.2471,0.3604,0.2277,0.8946,0.2471,0.8045,0.8045,0.2307,0.1477,0.1532,0.8045,0.8045,0.0807,0.8946,0.8946,0.2277,0.8045,0.2471,0.8946,0.8045,0.2471,0.2471,0.4667,0.2471,0.2277,0.8045,0.2277,0.1627,0.8045,0.2471,0.8045,0.215,0.2471,0.8045,0.8045,0.2471,0.8045,0.2471,0.8045,0.2277,0.1849,0.0918,0.2471,0.2471,0.2471,0.2471,0.3604,0.2277,0.2277,0.2471,0.2471,0.2471,0.2471,0.3424,0.2277,0.2471,0.2277,0.3604,0.0958,0.2471,0.2277,0.3604,0.8045,0.1822,0.8946,0.9796,0.8045,0.3604,0.2471,0.8045,0.8045,0.0693,0.2471,0.8045,0.276,0.8946,0.1635,0.8045,0.1322,0.8045,0.8045,0.2277,0.8045,0.8045,0.2277,0.2277,0.3604,0.8045,0.2277,0.8045,0.8045,0.8045,0.2471,0.2471,0.2471,0.2471,0.2471,0.8045,0.2471,0.3395,0.2277,0.2471,0.1693,0.8045,0.8946,0.8045,0.2471,0.0699,0.2277,0.2471,0.1322,0.2277,0.2277,0.2277,0.2277,0.2471,0.2471,0.2471,0.2471,0.8946,0.3604,0.8045,0.962,0.8045,0.8045
7392,"Management, Consulting, and Public Relations Services",Other business services,"Visa, Mastercard",2021,kgCO2e/€,0.0917,0.3824,0.3679,0.2456,0.2456,0.7195,0.3679,0.2456,0.6803,0.3679,0.2456,0.3679,0.1557,0.2706,0.2456,0.7195,0.3679,0.7195,0.2456,0.3679,0.1066,0.6803,0.3369,0.3824,0.6803,0.6803,0.2456,0.2456,0.3679,0.2456,0.2456,0.0864,0.2456,0.3679,0.2456,0.6803,0.7195,0.2456,0.1326,0.3679,0.6803,0.6803,0.6803,0.0766,0.6803,0.3679,0.2456,0.6803,0.5566,0.2456,0.2456,0.2456,0.6803,0.2456,0.3679,0.2771,0.3248,0.1686,0.6803,0.1272,0.2456,0.2456,0.6803,0.2456,0.2634,0.3824,0.6803,0.6803,0.1551,0.6803,0.248,0.3679,0.2456,0.3679,0.7195,0.0917,0.6803,0.0858,0.2456,0.3679,0.2456,0.7195,0.6803,0.1551,0.2456,0.6803,0.6803,0.2456,0.6803,0.4205,0.2456,0.2456,0.3679,0.6803,0.2456,0.5566,0.3679,0.2456,0.4553,0.2456,0.3337,0.4767,0.0616,0.3824,0.7195,0.2731,0.6803,0.3824,0.3824,0.7195,0.1843,0.7195,0.2456,0.3824,0.1027,0.6803,0.3679,0.3679,0.3679,0.6803,0.2456,0.3679,0.2209,0.3824,0.2456,0.3679,0.3679,0.3824,0.2456,0.7195,0.3679,0.6803,0.6803,0.2009,0.1701,0.4041,0.6803,0.6803,0.0917,0.7195,0.7195,0.2456,0.6803,0.3679,0.7195,0.6803,0.3679,0.3679,0.5566,0.3679,0.2456,0.6803,0.2456,0.3351,0.6803,0.3679,0.6803,0.1162,0.3679,0.6803,0.6803,0.3679,0.6803,0.3679,0.6803,0.2456,0.1222,0.174,0.3679,0.3679,0.3679,0.3679,0.3824,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.2677,0.2456,0.3679,0.2456,0.3824,0.1575,0.3679,0.2456,0.3824,0.6803,0.2477,0.7195,0.4629,0.6803,0.3824,0.3679,0.6803,0.6803,0.0768,0.3679,0.6803,0.5362,0.7195,0.2038,0.6803,0.1843,0.6803,0.6803,0.2456,0.6803,0.6803,0.2456,0.2456,0.3824,0.6803,0.2456,0.6803,0.6803,0.6803,0.3679,0.3679,0.3679,0.3679,0.3679,0.6803,0.3679,0.3235,0.2456,0.3679,0.254,0.6803,0.7195,0.6803,0.3679,0.0957,0.2456,0.3679,0.1843,0.2456,0.2456,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.7195,0.3824,0.6803,0.6675,0.6803,0.6803
7393,"Detective Agencies, Protective Services, and Security Services, including Armored Cars, and Guard Dogs",Other business services,"Visa, Mastercard",2021,kgCO2e/€,0.0917,0.3824,0.3679,0.2456,0.2456,0.7195,0.3679,0.2456,0.6803,0.3679,0.2456,0.3679,0.1557,0.2706,0.2456,0.7195,0.3679,0.7195,0.2456,0.3679,0.1066,0.6803,0.3369,0.3824,0.6803,0.6803,0.2456,0.2456,0.3679,0.2456,0.2456,0.0864,0.2456,0.3679,0.2456,0.6803,0.7195,0.2456,0.1326,0.3679,0.6803,0.6803,0.6803,0.0766,0.6803,0.3679,0.2456,0.6803,0.5566,0.2456,0.2456,0.2456,0.6803,0.2456,0.3679,0.2771,0.3248,0.1686,0.6803,0.1272,0.2456,0.2456,0.6803,0.2456,0.2634,0.3824,0.6803,0.6803,0.1551,0.6803,0.248,0.3679,0.2456,0.3679,0.7195,0.0917,0.6803,0.0858,0.2456,0.3679,0.2456,0.7195,0.6803,0.1551,0.2456,0.6803,0.6803,0.2456,0.6803,0.4205,0.2456,0.2456,0.3679,0.6803,0.2456,0.5566,0.3679,0.2456,0.4553,0.2456,0.3337,0.4767,0.0616,0.3824,0.7195,0.2731,0.6803,0.3824,0.3824,0.7195,0.1843,0.7195,0.2456,0.3824,0.1027,0.6803,0.3679,0.3679,0.3679,0.6803,0.2456,0.3679,0.2209,0.3824,0.2456,0.3679,0.3679,0.3824,0.2456,0.7195,0.3679,0.6803,0.6803,0.2009,0.1701,0.4041,0.6803,0.6803,0.0917,0.7195,0.7195,0.2456,0.6803,0.3679,0.7195,0.6803,0.3679,0.3679,0.5566,0.3679,0.2456,0.6803,0.2456,0.3351,0.6803,0.3679,0.6803,0.1162,0.3679,0.6803,0.6803,0.3679,0.6803,0.3679,0.6803,0.2456,0.1222,0.174,0.3679,0.3679,0.3679,0.3679,0.3824,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.2677,0.2456,0.3679,0.2456,0.3824,0.1575,0.3679,0.2456,0.3824,0.6803,0.2477,0.7195,0.4629,0.6803,0.3824,0.3679,0.6803,0.6803,0.0768,0.3679,0.6803,0.5362,0.7195,0.2038,0.6803,0.1843,0.6803,0.6803,0.2456,0.6803,0.6803,0.2456,0.2456,0.3824,0.6803,0.2456,0.6803,0.6803,0.6803,0.3679,0.3679,0.3679,0.3679,0.3679,0.6803,0.3679,0.3235,0.2456,0.3679,0.254,0.6803,0.7195,0.6803,0.3679,0.0957,0.2456,0.3679,0.1843,0.2456,0.2456,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.7195,0.3824,0.6803,0.6675,0.6803,0.6803
7394,"Equipment, Tool, Furniture, and Appliance Rental and Leasing",Rental of machinery and equipment (without operator) and of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.1086,0.6553,0.4559,0.3423,0.3423,1.4041,0.4559,0.3423,1.3363,0.4559,0.3423,0.4559,0.1202,0.3429,0.3423,1.4041,0.4559,1.4041,0.3423,0.4559,0.2886,1.3363,0.5097,0.6553,1.3363,1.3363,0.3423,0.3423,0.4559,0.3423,0.3423,,0.3423,0.4559,0.3423,1.3363,1.4041,0.3423,0.1542,0.4559,1.3363,1.3363,1.3363,0.0936,1.3363,0.4559,0.3423,1.3363,0.763,0.3423,0.3423,0.3423,1.3363,0.3423,0.4559,0.2747,0.5792,0.1415,1.3363,0.1776,0.3423,0.3423,1.3363,0.3423,0.5588,0.6553,1.3363,1.3363,0.1595,1.3363,0.4017,0.4559,0.3423,0.4559,1.4041,0.1086,1.3363,0.1097,0.3423,0.4559,0.3423,1.4041,1.3363,0.1595,0.3423,1.3363,1.3363,0.3423,1.3363,,0.3423,0.3423,0.4559,1.3363,0.3423,0.763,0.4559,0.3423,1.118,0.3423,0.4375,0.605,0.1646,0.6553,1.4041,0.7381,1.3363,0.6553,0.6553,1.4041,0.1925,1.4041,0.3423,0.6553,0.0894,1.3363,0.4559,0.4559,0.4559,1.3363,0.3423,0.4559,0.2383,0.6553,0.3423,0.4559,0.4559,0.6553,0.3423,1.4041,0.4559,1.3363,1.3363,0.282,0.1623,0.3621,1.3363,1.3363,0.1086,1.4041,1.4041,0.3423,1.3363,0.4559,1.4041,1.3363,0.4559,0.4559,0.763,0.4559,0.3423,1.3363,0.3423,0.5069,1.3363,0.4559,1.3363,0.6706,0.4559,1.3363,1.3363,0.4559,1.3363,0.4559,1.3363,0.3423,0.2049,0.3494,0.4559,0.4559,0.4559,0.4559,0.6553,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,0.4522,0.3423,0.4559,0.3423,0.6553,0.2865,0.4559,0.3423,0.6553,1.3363,0.0681,1.4041,0.2835,1.3363,0.6553,0.4559,1.3363,1.3363,0.1226,0.4559,1.3363,0.612,1.4041,0.4289,1.3363,0.1925,1.3363,1.3363,0.3423,1.3363,1.3363,0.3423,0.3423,0.6553,1.3363,0.3423,1.3363,1.3363,1.3363,0.4559,0.4559,0.4559,0.4559,0.4559,1.3363,0.4559,0.3264,0.3423,0.4559,0.3969,1.3363,1.4041,1.3363,0.4559,0.0879,0.3423,0.4559,0.1925,0.3423,0.3423,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,1.4041,0.6553,1.3363,0.8492,1.3363,1.3363
7395,Photofinishing Laboratories and Photo Developing,Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.0349,0.3203,0.452,0.232,0.232,0.4428,0.452,0.232,0.4402,0.452,0.232,0.452,0.1866,0.1786,0.232,0.4428,0.452,0.4428,0.232,0.452,0.1415,0.4402,0.3013,0.3203,0.4402,0.4402,0.232,0.232,0.452,0.232,0.232,0.0695,0.232,0.452,0.232,0.4402,0.4428,0.232,0.246,0.452,0.4402,0.4402,0.4402,0.0753,0.4402,0.452,0.232,0.4402,0.0818,0.232,0.232,0.232,0.4402,0.232,0.452,0.2158,0.9608,0.0272,0.4402,0.1722,0.232,0.232,0.4402,0.232,0.2289,0.3203,0.4402,0.4402,0.0673,0.4402,0.2477,0.452,0.232,0.452,0.4428,0.0349,0.4402,0.0469,0.232,0.452,0.232,0.4428,0.4402,0.0673,0.232,0.4402,0.4402,0.232,0.4402,0.5481,0.232,0.232,0.452,0.4402,0.232,0.0818,0.452,0.232,0.6663,0.232,0.3103,0.3447,0.1898,0.3203,0.4428,0.3356,0.4402,0.3203,0.3203,0.4428,,0.4428,0.232,0.3203,0.1133,0.4402,0.452,0.452,0.452,0.4402,0.232,0.452,0.1622,0.3203,0.232,0.452,0.452,0.3203,0.232,0.4428,0.452,0.4402,0.4402,0.1622,0.1867,0.367,0.4402,0.4402,0.0349,0.4428,0.4428,0.232,0.4402,0.452,0.4428,0.4402,0.452,0.452,0.0818,0.452,0.232,0.4402,0.232,0.2822,0.4402,0.452,0.4402,,0.452,0.4402,0.4402,0.452,0.4402,0.452,0.4402,0.232,0.0491,0.0968,0.452,0.452,0.452,0.452,0.3203,0.232,0.232,0.452,0.452,0.452,0.452,0.1816,0.232,0.452,0.232,0.3203,0.1296,0.452,0.232,0.3203,0.4402,0.0576,0.4428,0.4181,0.4402,0.3203,0.452,0.4402,0.4402,0.0588,0.452,0.4402,0.547,0.4428,0.7409,0.4402,,0.4402,0.4402,0.232,0.4402,0.4402,0.232,0.232,0.3203,0.4402,0.232,0.4402,0.4402,0.4402,0.452,0.452,0.452,0.452,0.452,0.4402,0.452,0.1575,0.232,0.452,0.0758,0.4402,0.4428,0.4402,0.452,0.0267,0.232,0.452,,0.232,0.232,0.232,0.232,0.452,0.452,0.452,0.452,0.4428,0.3203,0.4402,0.1779,0.4402,0.4402
7399,Business Services (Not Elsewhere Classified),Other business services,"Visa, Mastercard",2021,kgCO2e/€,0.0917,0.3824,0.3679,0.2456,0.2456,0.7195,0.3679,0.2456,0.6803,0.3679,0.2456,0.3679,0.1557,0.2706,0.2456,0.7195,0.3679,0.7195,0.2456,0.3679,0.1066,0.6803,0.3369,0.3824,0.6803,0.6803,0.2456,0.2456,0.3679,0.2456,0.2456,0.0864,0.2456,0.3679,0.2456,0.6803,0.7195,0.2456,0.1326,0.3679,0.6803,0.6803,0.6803,0.0766,0.6803,0.3679,0.2456,0.6803,0.5566,0.2456,0.2456,0.2456,0.6803,0.2456,0.3679,0.2771,0.3248,0.1686,0.6803,0.1272,0.2456,0.2456,0.6803,0.2456,0.2634,0.3824,0.6803,0.6803,0.1551,0.6803,0.248,0.3679,0.2456,0.3679,0.7195,0.0917,0.6803,0.0858,0.2456,0.3679,0.2456,0.7195,0.6803,0.1551,0.2456,0.6803,0.6803,0.2456,0.6803,0.4205,0.2456,0.2456,0.3679,0.6803,0.2456,0.5566,0.3679,0.2456,0.4553,0.2456,0.3337,0.4767,0.0616,0.3824,0.7195,0.2731,0.6803,0.3824,0.3824,0.7195,0.1843,0.7195,0.2456,0.3824,0.1027,0.6803,0.3679,0.3679,0.3679,0.6803,0.2456,0.3679,0.2209,0.3824,0.2456,0.3679,0.3679,0.3824,0.2456,0.7195,0.3679,0.6803,0.6803,0.2009,0.1701,0.4041,0.6803,0.6803,0.0917,0.7195,0.7195,0.2456,0.6803,0.3679,0.7195,0.6803,0.3679,0.3679,0.5566,0.3679,0.2456,0.6803,0.2456,0.3351,0.6803,0.3679,0.6803,0.1162,0.3679,0.6803,0.6803,0.3679,0.6803,0.3679,0.6803,0.2456,0.1222,0.174,0.3679,0.3679,0.3679,0.3679,0.3824,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.2677,0.2456,0.3679,0.2456,0.3824,0.1575,0.3679,0.2456,0.3824,0.6803,0.2477,0.7195,0.4629,0.6803,0.3824,0.3679,0.6803,0.6803,0.0768,0.3679,0.6803,0.5362,0.7195,0.2038,0.6803,0.1843,0.6803,0.6803,0.2456,0.6803,0.6803,0.2456,0.2456,0.3824,0.6803,0.2456,0.6803,0.6803,0.6803,0.3679,0.3679,0.3679,0.3679,0.3679,0.6803,0.3679,0.3235,0.2456,0.3679,0.254,0.6803,0.7195,0.6803,0.3679,0.0957,0.2456,0.3679,0.1843,0.2456,0.2456,0.2456,0.2456,0.3679,0.3679,0.3679,0.3679,0.7195,0.3824,0.6803,0.6675,0.6803,0.6803
7512,Automobile Rental Agency,Rental of machinery and equipment (without operator) and of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.1086,0.6553,0.4559,0.3423,0.3423,1.4041,0.4559,0.3423,1.3363,0.4559,0.3423,0.4559,0.1202,0.3429,0.3423,1.4041,0.4559,1.4041,0.3423,0.4559,0.2886,1.3363,0.5097,0.6553,1.3363,1.3363,0.3423,0.3423,0.4559,0.3423,0.3423,,0.3423,0.4559,0.3423,1.3363,1.4041,0.3423,0.1542,0.4559,1.3363,1.3363,1.3363,0.0936,1.3363,0.4559,0.3423,1.3363,0.763,0.3423,0.3423,0.3423,1.3363,0.3423,0.4559,0.2747,0.5792,0.1415,1.3363,0.1776,0.3423,0.3423,1.3363,0.3423,0.5588,0.6553,1.3363,1.3363,0.1595,1.3363,0.4017,0.4559,0.3423,0.4559,1.4041,0.1086,1.3363,0.1097,0.3423,0.4559,0.3423,1.4041,1.3363,0.1595,0.3423,1.3363,1.3363,0.3423,1.3363,,0.3423,0.3423,0.4559,1.3363,0.3423,0.763,0.4559,0.3423,1.118,0.3423,0.4375,0.605,0.1646,0.6553,1.4041,0.7381,1.3363,0.6553,0.6553,1.4041,0.1925,1.4041,0.3423,0.6553,0.0894,1.3363,0.4559,0.4559,0.4559,1.3363,0.3423,0.4559,0.2383,0.6553,0.3423,0.4559,0.4559,0.6553,0.3423,1.4041,0.4559,1.3363,1.3363,0.282,0.1623,0.3621,1.3363,1.3363,0.1086,1.4041,1.4041,0.3423,1.3363,0.4559,1.4041,1.3363,0.4559,0.4559,0.763,0.4559,0.3423,1.3363,0.3423,0.5069,1.3363,0.4559,1.3363,0.6706,0.4559,1.3363,1.3363,0.4559,1.3363,0.4559,1.3363,0.3423,0.2049,0.3494,0.4559,0.4559,0.4559,0.4559,0.6553,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,0.4522,0.3423,0.4559,0.3423,0.6553,0.2865,0.4559,0.3423,0.6553,1.3363,0.0681,1.4041,0.2835,1.3363,0.6553,0.4559,1.3363,1.3363,0.1226,0.4559,1.3363,0.612,1.4041,0.4289,1.3363,0.1925,1.3363,1.3363,0.3423,1.3363,1.3363,0.3423,0.3423,0.6553,1.3363,0.3423,1.3363,1.3363,1.3363,0.4559,0.4559,0.4559,0.4559,0.4559,1.3363,0.4559,0.3264,0.3423,0.4559,0.3969,1.3363,1.4041,1.3363,0.4559,0.0879,0.3423,0.4559,0.1925,0.3423,0.3423,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,1.4041,0.6553,1.3363,0.8492,1.3363,1.3363
7513,Truck and Utility Trailer Rentals,Rental of machinery and equipment (without operator) and of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.1086,0.6553,0.4559,0.3423,0.3423,1.4041,0.4559,0.3423,1.3363,0.4559,0.3423,0.4559,0.1202,0.3429,0.3423,1.4041,0.4559,1.4041,0.3423,0.4559,0.2886,1.3363,0.5097,0.6553,1.3363,1.3363,0.3423,0.3423,0.4559,0.3423,0.3423,,0.3423,0.4559,0.3423,1.3363,1.4041,0.3423,0.1542,0.4559,1.3363,1.3363,1.3363,0.0936,1.3363,0.4559,0.3423,1.3363,0.763,0.3423,0.3423,0.3423,1.3363,0.3423,0.4559,0.2747,0.5792,0.1415,1.3363,0.1776,0.3423,0.3423,1.3363,0.3423,0.5588,0.6553,1.3363,1.3363,0.1595,1.3363,0.4017,0.4559,0.3423,0.4559,1.4041,0.1086,1.3363,0.1097,0.3423,0.4559,0.3423,1.4041,1.3363,0.1595,0.3423,1.3363,1.3363,0.3423,1.3363,,0.3423,0.3423,0.4559,1.3363,0.3423,0.763,0.4559,0.3423,1.118,0.3423,0.4375,0.605,0.1646,0.6553,1.4041,0.7381,1.3363,0.6553,0.6553,1.4041,0.1925,1.4041,0.3423,0.6553,0.0894,1.3363,0.4559,0.4559,0.4559,1.3363,0.3423,0.4559,0.2383,0.6553,0.3423,0.4559,0.4559,0.6553,0.3423,1.4041,0.4559,1.3363,1.3363,0.282,0.1623,0.3621,1.3363,1.3363,0.1086,1.4041,1.4041,0.3423,1.3363,0.4559,1.4041,1.3363,0.4559,0.4559,0.763,0.4559,0.3423,1.3363,0.3423,0.5069,1.3363,0.4559,1.3363,0.6706,0.4559,1.3363,1.3363,0.4559,1.3363,0.4559,1.3363,0.3423,0.2049,0.3494,0.4559,0.4559,0.4559,0.4559,0.6553,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,0.4522,0.3423,0.4559,0.3423,0.6553,0.2865,0.4559,0.3423,0.6553,1.3363,0.0681,1.4041,0.2835,1.3363,0.6553,0.4559,1.3363,1.3363,0.1226,0.4559,1.3363,0.612,1.4041,0.4289,1.3363,0.1925,1.3363,1.3363,0.3423,1.3363,1.3363,0.3423,0.3423,0.6553,1.3363,0.3423,1.3363,1.3363,1.3363,0.4559,0.4559,0.4559,0.4559,0.4559,1.3363,0.4559,0.3264,0.3423,0.4559,0.3969,1.3363,1.4041,1.3363,0.4559,0.0879,0.3423,0.4559,0.1925,0.3423,0.3423,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,1.4041,0.6553,1.3363,0.8492,1.3363,1.3363
7519,Motor Home and Recreational Vehicle Rentals,Rental of machinery and equipment (without operator) and of personal and household goods (services),"Visa, Mastercard",2021,kgCO2e/€,0.1086,0.6553,0.4559,0.3423,0.3423,1.4041,0.4559,0.3423,1.3363,0.4559,0.3423,0.4559,0.1202,0.3429,0.3423,1.4041,0.4559,1.4041,0.3423,0.4559,0.2886,1.3363,0.5097,0.6553,1.3363,1.3363,0.3423,0.3423,0.4559,0.3423,0.3423,,0.3423,0.4559,0.3423,1.3363,1.4041,0.3423,0.1542,0.4559,1.3363,1.3363,1.3363,0.0936,1.3363,0.4559,0.3423,1.3363,0.763,0.3423,0.3423,0.3423,1.3363,0.3423,0.4559,0.2747,0.5792,0.1415,1.3363,0.1776,0.3423,0.3423,1.3363,0.3423,0.5588,0.6553,1.3363,1.3363,0.1595,1.3363,0.4017,0.4559,0.3423,0.4559,1.4041,0.1086,1.3363,0.1097,0.3423,0.4559,0.3423,1.4041,1.3363,0.1595,0.3423,1.3363,1.3363,0.3423,1.3363,,0.3423,0.3423,0.4559,1.3363,0.3423,0.763,0.4559,0.3423,1.118,0.3423,0.4375,0.605,0.1646,0.6553,1.4041,0.7381,1.3363,0.6553,0.6553,1.4041,0.1925,1.4041,0.3423,0.6553,0.0894,1.3363,0.4559,0.4559,0.4559,1.3363,0.3423,0.4559,0.2383,0.6553,0.3423,0.4559,0.4559,0.6553,0.3423,1.4041,0.4559,1.3363,1.3363,0.282,0.1623,0.3621,1.3363,1.3363,0.1086,1.4041,1.4041,0.3423,1.3363,0.4559,1.4041,1.3363,0.4559,0.4559,0.763,0.4559,0.3423,1.3363,0.3423,0.5069,1.3363,0.4559,1.3363,0.6706,0.4559,1.3363,1.3363,0.4559,1.3363,0.4559,1.3363,0.3423,0.2049,0.3494,0.4559,0.4559,0.4559,0.4559,0.6553,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,0.4522,0.3423,0.4559,0.3423,0.6553,0.2865,0.4559,0.3423,0.6553,1.3363,0.0681,1.4041,0.2835,1.3363,0.6553,0.4559,1.3363,1.3363,0.1226,0.4559,1.3363,0.612,1.4041,0.4289,1.3363,0.1925,1.3363,1.3363,0.3423,1.3363,1.3363,0.3423,0.3423,0.6553,1.3363,0.3423,1.3363,1.3363,1.3363,0.4559,0.4559,0.4559,0.4559,0.4559,1.3363,0.4559,0.3264,0.3423,0.4559,0.3969,1.3363,1.4041,1.3363,0.4559,0.0879,0.3423,0.4559,0.1925,0.3423,0.3423,0.3423,0.3423,0.4559,0.4559,0.4559,0.4559,1.4041,0.6553,1.3363,0.8492,1.3363,1.3363
